date,control_point,arrivals_residents,arrivals_chinavisitors,arrivals_othervisitors,arrivals_total,departures_residents,departures_chinavisitors,departures_othervisitors,departures_total,weekday
2020-01-28,Hong Kong-Zhuhai-Macao Bridge,12420,1551,1534,15505,5417,1795,1625,8837,Tuesday
2020-01-28,Lok Ma Chau,10279,1831,329,12439,4780,2722,202,7704,Tuesday
2020-01-28,Man Kam To,1551,283,4,1838,582,269,3,854,Tuesday
2020-01-28,Sha Tau Kok,2173,245,66,2484,433,210,58,701,Tuesday
2020-01-28,Shenzhen Bay,26094,4217,738,31049,3797,5022,513,9332,Tuesday
2020-01-28,China Ferry Terminal,2761,314,222,3297,509,371,323,1203,Tuesday
2020-01-28,Harbour Control,17,0,34,51,1,0,12,13,Tuesday
2020-01-28,Kai Tak Cruise Terminal,705,56,8,769,427,75,6,508,Tuesday
2020-02-01,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-02-01,Lo Wu,21578,1883,276,23737,13759,2347,234,16340,Saturday
2020-02-01,Lok Ma Chau Spur Line,12975,1505,165,14645,8541,1805,139,10485,Saturday
2020-02-01,Hong Kong-Zhuhai-Macao Bridge,4926,632,1021,6579,3259,784,1339,5382,Saturday
2020-02-01,Lok Ma Chau,6674,1134,236,8044,4940,1855,179,6974,Saturday
2020-02-01,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-02-01,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-02-01,Shenzhen Bay,9788,2429,505,12722,3378,3425,499,7302,Saturday
2020-02-01,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-01,Harbour Control,0,0,60,60,0,0,5,5,Saturday
2020-02-01,Kai Tak Cruise Terminal,25,8,2334,2367,129,6,1965,2100,Saturday
2020-02-01,Macau Ferry Terminal,3180,88,596,3864,3043,105,550,3698,Saturday
2020-02-01,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-01,Total,115122,13382,9760,138264,65847,15399,12956,94202,Saturday
2020-01-24,Airport,20724,9124,14116,43964,74876,4451,7242,86569,Friday
2020-01-24,Hung Hom,433,470,71,974,3498,194,51,3743,Friday
2020-01-28,Total,188788,24156,10248,223192,81904,29546,16517,127967,Tuesday
2020-01-29,Airport,50292,9196,5871,65359,33880,7550,10514,51944,Wednesday
2020-01-29,Express Rail Link West Kowloon,20022,1817,403,22242,1195,3524,261,4980,Wednesday
2020-01-29,Hung Hom,2038,201,87,2326,222,462,79,763,Wednesday
2020-01-29,Lo Wu,44426,4343,485,49254,13519,5099,350,18968,Wednesday
2020-01-29,Lok Ma Chau Spur Line,19574,3003,323,22900,8304,3414,245,11963,Wednesday
2020-01-29,Hong Kong-Zhuhai-Macao Bridge,10793,1363,1168,13324,4213,1588,1479,7280,Wednesday
2020-01-29,Lok Ma Chau,11236,1900,385,13521,5371,3111,252,8734,Wednesday
2020-01-29,Man Kam To,1459,293,11,1763,629,308,10,947,Wednesday
2020-01-29,Sha Tau Kok,2739,320,61,3120,517,311,87,915,Wednesday
2020-01-29,Shenzhen Bay,26892,4695,996,32583,4398,6648,678,11724,Wednesday
2020-01-29,China Ferry Terminal,3138,320,271,3729,522,497,266,1285,Wednesday
2020-01-29,Harbour Control,0,0,41,41,0,0,0,0,Wednesday
2020-01-29,Kai Tak Cruise Terminal,427,75,10,512,372,49,21,442,Wednesday
2020-01-29,Macau Ferry Terminal,4223,250,869,5342,3211,223,877,4311,Wednesday
2020-01-29,Tuen Mun Ferry Terminal,313,4,17,334,293,1,24,318,Wednesday
2020-01-29,Total,197572,27780,10998,236350,76646,32785,15143,124574,Wednesday
2020-01-30,Airport,46214,9907,5530,61651,31072,7122,9882,48076,Thursday
2020-01-30,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2020-01-30,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2020-01-30,Lo Wu,30427,2470,308,33205,13178,3893,294,17365,Thursday
2020-01-30,Lok Ma Chau Spur Line,15978,1711,205,17894,8048,2570,168,10786,Thursday
2020-01-30,Hong Kong-Zhuhai-Macao Bridge,7032,946,923,8901,3554,1360,1155,6069,Thursday
2020-01-30,Lok Ma Chau,9186,1430,312,10928,4706,3386,322,8414,Thursday
2020-01-30,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2020-01-30,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2020-01-30,Shenzhen Bay,17109,2785,660,20554,3707,6196,660,10563,Thursday
2020-01-30,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-01-30,Harbour Control,1,0,69,70,0,0,22,22,Thursday
2020-01-30,Kai Tak Cruise Terminal,2921,134,161,3216,682,52,1761,2495,Thursday
2020-01-30,Macau Ferry Terminal,3638,172,694,4504,3132,249,806,4187,Thursday
2020-01-30,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-01-30,Total,132506,19555,8862,160923,68079,24828,15070,107977,Thursday
2020-01-31,Airport,49093,7817,5089,61999,28231,5737,7599,41567,Friday
2020-01-31,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Friday
2020-01-31,Hung Hom,0,0,0,0,0,0,0,0,Friday
2020-01-31,Lo Wu,24064,1960,257,26281,13695,2845,267,16807,Friday
2020-01-31,Lok Ma Chau Spur Line,14044,1518,181,15743,8490,1939,163,10592,Friday
2020-01-31,Hong Kong-Zhuhai-Macao Bridge,5754,653,883,7290,3626,897,1078,5601,Friday
2020-01-31,Lok Ma Chau,7807,1200,225,9232,4879,2598,302,7779,Friday
2020-01-31,Man Kam To,0,0,0,0,0,0,0,0,Friday
2020-01-31,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2020-01-31,Shenzhen Bay,11541,2412,567,14520,3727,4789,632,9148,Friday
2020-01-31,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-01-31,Harbour Control,2,0,330,332,2,0,9,11,Friday
2020-01-31,Kai Tak Cruise Terminal,828,377,91,1296,1603,65,242,1910,Friday
2020-01-31,Macau Ferry Terminal,3411,121,634,4166,3253,124,660,4037,Friday
2020-01-31,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-01-31,Total,116544,16058,8257,140859,67506,18994,10952,97452,Friday
2020-02-01,Airport,55976,5703,4567,66246,28798,5072,8046,41916,Saturday
2020-02-01,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2020-02-02,Airport,59083,4649,3762,67494,25570,4360,6898,36828,Sunday
2020-01-28,Macau Ferry Terminal,5745,238,912,6895,3634,288,864,4786,Tuesday
2020-01-28,Tuen Mun Ferry Terminal,472,4,18,494,306,1,27,334,Tuesday
2020-02-02,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Sunday
2020-02-02,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2020-02-02,Lo Wu,13138,1159,190,14487,6575,1392,151,8118,Sunday
2020-02-02,Lok Ma Chau Spur Line,17716,1739,177,19632,9832,2902,209,12943,Sunday
2020-02-02,Hong Kong-Zhuhai-Macao Bridge,5108,487,804,6399,3165,649,1270,5084,Sunday
2020-02-02,Lok Ma Chau,10954,1272,254,12480,4362,1820,234,6416,Sunday
2020-02-02,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2020-02-02,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2020-02-02,Shenzhen Bay,11706,2253,606,14565,2968,3130,454,6552,Sunday
2020-02-02,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-02,Harbour Control,0,0,184,184,0,0,0,0,Sunday
2020-02-02,Kai Tak Cruise Terminal,1637,58,53,1748,2172,22,241,2435,Sunday
2020-02-02,Macau Ferry Terminal,3057,98,369,3524,2697,110,486,3293,Sunday
2020-02-02,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-02,Total,122399,11715,6399,140513,57341,14385,9943,81669,Sunday
2020-02-03,Airport,41208,6996,3846,52050,21704,3596,5428,30728,Monday
2020-02-03,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Monday
2020-02-03,Hung Hom,0,0,0,0,0,0,0,0,Monday
2020-02-03,Lo Wu,27196,1873,368,29437,14938,3078,320,18336,Monday
2020-02-03,Lok Ma Chau Spur Line,17037,1038,242,18317,10113,1815,205,12133,Monday
2020-02-03,Hong Kong-Zhuhai-Macao Bridge,3595,358,674,4627,3023,723,849,4595,Monday
2020-02-03,Lok Ma Chau,9823,1206,281,11310,5461,2150,190,7801,Monday
2020-02-03,Man Kam To,0,0,0,0,0,0,0,0,Monday
2020-02-03,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2020-02-03,Shenzhen Bay,8284,1871,504,10659,3960,3754,486,8200,Monday
2020-02-03,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-03,Harbour Control,0,0,25,25,0,0,29,29,Monday
2020-02-03,Kai Tak Cruise Terminal,330,22,6,358,203,21,4,228,Monday
2020-02-03,Macau Ferry Terminal,3560,97,564,4221,3333,109,589,4031,Monday
2020-02-03,Total,111033,13461,6510,131004,62735,15246,8100,86081,Monday
2020-02-04,Airport,31173,6317,3647,41137,20187,3550,4471,28208,Tuesday
2020-02-04,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Tuesday
2020-01-25,China Ferry Terminal,1183,463,499,2145,2233,406,415,3054,Saturday
2020-02-04,Hong Kong-Zhuhai-Macao Bridge,4555,402,1020,5977,3177,985,1020,5182,Tuesday
2020-02-04,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2020-02-04,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2020-02-04,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2020-02-04,Shenzhen Bay,18852,2771,786,22409,10838,6731,809,18378,Tuesday
2020-02-04,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-04,Harbour Control,33,0,30,63,30,0,33,63,Tuesday
2020-02-04,Kai Tak Cruise Terminal,203,21,2,226,173,10,2,185,Tuesday
2020-02-04,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-04,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-04,Total,54816,9511,5485,69812,34405,11276,6335,52016,Tuesday
2020-02-05,Airport,24832,6041,3592,34465,22297,2591,4404,29292,Wednesday
2020-02-05,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Hong Kong-Zhuhai-Macao Bridge,3172,329,1121,4622,2025,925,885,3835,Wednesday
2020-02-05,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Shenzhen Bay,16387,2378,714,19479,11893,6359,837,19089,Wednesday
2020-02-05,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-05,Total,44566,8760,5458,58784,36217,9877,6126,52220,Wednesday
2020-02-06,Airport,21261,5728,3478,30467,22252,2512,4222,28986,Thursday
2020-02-06,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Hong Kong-Zhuhai-Macao Bridge,4941,468,1188,6597,2608,1068,834,4510,Thursday
2020-02-06,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Shenzhen Bay,38920,4813,1220,44953,21360,7071,1197,29628,Thursday
2020-02-06,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-06,Total,65122,11009,5886,82017,46220,10651,6253,63124,Thursday
2020-02-07,Airport,19694,5563,3556,28813,21417,2735,4012,28164,Friday
2020-02-07,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Friday
2020-02-07,Hung Hom,0,0,0,0,0,0,0,0,Friday
2020-02-07,Lo Wu,0,0,0,0,0,0,0,0,Friday
2020-02-07,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2020-02-07,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2020-02-07,Man Kam To,0,0,0,0,0,0,0,0,Friday
2020-02-07,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2020-02-07,Shenzhen Bay,50506,6555,1441,58502,16746,7282,1320,25348,Friday
2020-02-07,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-07,Harbour Control,0,0,0,0,0,0,0,0,Friday
2020-02-07,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-07,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-07,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-07,Total,76899,12746,6337,95982,40739,11119,6130,57988,Friday
2020-02-08,Airport,17956,943,3070,21969,20163,1127,3253,24543,Saturday
2020-02-08,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Hong Kong-Zhuhai-Macao Bridge,659,9,508,1176,750,163,442,1355,Saturday
2020-02-08,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Shenzhen Bay,208,43,3,254,1291,1351,549,3191,Saturday
2020-02-08,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-08,Total,18823,995,3581,23399,22204,2641,4244,29089,Saturday
2020-02-09,Airport,22077,913,2591,25581,17782,971,3200,21953,Sunday
2020-02-09,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2020-02-09,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2020-02-09,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2020-02-09,Hong Kong-Zhuhai-Macao Bridge,710,7,493,1210,1185,167,524,1876,Sunday
2020-02-09,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2020-02-09,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2020-02-09,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2020-02-09,Shenzhen Bay,314,36,3,353,1802,1303,573,3678,Sunday
2020-02-09,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-09,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2020-02-09,Kai Tak Cruise Terminal,1838,0,33,1871,0,0,0,0,Sunday
2020-02-09,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-03-09,Total,15574,955,2438,18967,13142,1046,2491,16679,Monday
2020-02-04,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2020-02-10,Airport,17139,766,2037,19942,15550,535,3219,19304,Monday
2020-02-10,Hung Hom,0,0,0,0,0,0,0,0,Monday
2020-02-10,Lo Wu,0,0,0,0,0,0,0,0,Monday
2020-02-10,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2020-02-10,Hong Kong-Zhuhai-Macao Bridge,808,10,496,1314,1508,137,444,2089,Monday
2020-02-10,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2020-02-10,Man Kam To,0,0,0,0,0,0,0,0,Monday
2020-02-10,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2020-02-10,Shenzhen Bay,461,56,4,521,1835,1016,185,3036,Monday
2020-02-10,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-10,Harbour Control,0,0,0,0,0,0,0,0,Monday
2020-02-10,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-10,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-10,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-10,Total,18408,832,2537,21777,18893,1688,3848,24429,Monday
2020-02-11,Airport,14663,647,2107,17417,12645,481,2556,15682,Tuesday
2020-02-11,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Hong Kong-Zhuhai-Macao Bridge,729,11,458,1198,960,103,452,1515,Tuesday
2020-02-11,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Shenzhen Bay,561,80,4,645,1105,739,140,1984,Tuesday
2020-02-11,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-11,Total,15953,738,2569,19260,14710,1323,3148,19181,Tuesday
2020-02-12,Airport,14221,619,1725,16565,13637,471,2358,16466,Wednesday
2020-02-12,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Hong Kong-Zhuhai-Macao Bridge,862,4,449,1315,904,109,350,1363,Wednesday
2020-02-12,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Shenzhen Bay,709,106,2,817,1219,862,114,2195,Wednesday
2020-02-12,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-12,Total,15792,729,2176,18697,15760,1442,2822,20024,Wednesday
2020-02-13,Airport,11620,638,1938,14196,15259,453,2150,17862,Thursday
2020-02-13,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Hong Kong-Zhuhai-Macao Bridge,936,8,503,1447,1089,124,450,1663,Thursday
2020-02-13,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Shenzhen Bay,756,105,17,878,1056,856,104,2016,Thursday
2020-02-13,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-13,Total,13312,751,2458,16521,17404,1433,2704,21541,Thursday
2020-02-14,Airport,11246,584,2015,13845,15770,477,2012,18259,Friday
2020-02-14,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Friday
2020-02-14,Hung Hom,0,0,0,0,0,0,0,0,Friday
2020-02-14,Lo Wu,0,0,0,0,0,0,0,0,Friday
2020-02-14,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2020-02-14,Hong Kong-Zhuhai-Macao Bridge,1491,5,553,2049,1298,110,447,1855,Friday
2020-02-14,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2020-02-14,Man Kam To,0,0,0,0,0,0,0,0,Friday
2020-02-14,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2020-02-14,Shenzhen Bay,770,94,6,870,1092,1016,117,2225,Friday
2020-02-14,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-14,Harbour Control,0,0,0,0,0,0,0,0,Friday
